fecha_entrada,fecha_salida,precio_entrada,precio_salida,pnl_price,tipo,mae_price,mfe_price,lotes,swap_usd,comision_usd,pnl_bruto_usd,pnl_neto_usd,mae_usd,mfe_usd,retorno_trade,balance_operativo,ganancias_apartadas,patrimonio_total,peak,drawdown_abs,drawdown_pct
2024-01-08 10:29:00,2024-01-08 11:21:00,0.8954300000000001,0.89569,0.00025999999999992696,Cierre_Señal,0.00042000000000008697,0.0006499999999999284,0.22335637626615146,0.0,0.0,5.807265782918306,5.807265782918306,9.380967803180305,14.518164457298244,0.0005807265782918306,10000.0,5.807265782917966,10005.807265782918,10005.807265782918,0.0,0.0
2024-01-08 13:57:00,2024-01-08 16:33:00,0.89486,0.89591,0.0010499999999999954,Cierre_Señal,0.0009799999999999809,0.0010999999999999899,0.2234986478331806,0.0,0.0,23.46735802248386,23.46735802248386,21.902867487651275,24.58485126164964,0.002346735802248386,10000.0,29.27462380540237,10029.274623805402,10029.274623805402,0.0,0.0
2024-01-09 07:53:00,2024-01-10 04:01:00,0.89654,0.89655,9.99999999995449e-06,Cierre_Señal,0.002950000000000008,0.0005500000000000504,0.22307984027483435,0.6444776585539964,0.0,0.2230798402738191,0.8675574988278155,65.80855288107631,12.269391215117015,8.675574988278155e-05,10000.0,30.14218130423069,10030.14218130423,10030.14218130423,0.0,0.0
2024-01-10 04:53:00,2024-01-10 05:19:00,0.89625,0.89706,0.0008099999999999774,Cierre_Señal,9.999999999998899e-05,0.0008900000000000574,0.22315202231520223,0.0,0.0,18.075313807530875,18.075313807530875,2.2315202231517763,19.86052998605428,0.0018075313807530875,10000.0,48.21749511176131,10048.217495111761,10048.217495111761,0.0,0.0
2024-01-10 16:35:00,2024-01-10 17:53:00,0.8958400000000001,0.89582,-2.0000000000131024e-05,Cierre_Señal,0.001000000000000112,0.0006699999999999484,0.22325415252723696,0.0,0.0,-0.4465083050573991,-0.4465083050573991,22.325415252726195,14.958028219323724,-4.4650830505739905e-05,10000.0,47.77098680670315,10047.770986806703,10048.217495111761,0.44650830505815975,0.004443656850335658
2024-01-10 18:19:00,2024-01-10 19:37:00,0.8952600000000001,0.89591,0.0006499999999999284,Cierre_Señal,0.00043000000000004146,0.0009499999999998954,0.22339878917856265,0.0,0.0,14.520921296604973,14.520921296604973,9.606147934679122,21.222884971961115,0.0014520921296604973,10000.0,62.29190810330874,10062.291908103309,10062.291908103309,0.0,0.0
2024-01-11 00:08:00,2024-01-11 01:03:00,0.89649,0.89611,-0.00038000000000004697,Cierre_Señal,0.0016100000000000003,4.999999999999449e-05,0.22309228212249999,0.0,0.0,-8.477506720656047,-8.477506720656047,35.9178574217225,1.115461410612377,-0.0008477506720656046,10000.0,53.81440138265316,10053.814401382653,10062.291908103309,8.477506720655583,0.0842502562843414
2024-01-11 14:29:00,2024-01-12 03:39:00,0.8962600000000001,0.89702,0.0007599999999999829,Cierre_Señal,0.003690000000000082,0.0016299999999999093,0.22314953250172942,1.934036998192489,0.0,16.959364470131057,18.893401468323546,82.34217749313999,36.37337379777987,0.0018893401468323546,10000.0,72.7078028509768,10072.707802850977,10072.707802850977,0.0,0.0
2024-01-12 07:33:00,2024-01-12 08:25:00,0.89636,0.89634,-2.0000000000020002e-05,Cierre_Señal,0.0005600000000000049,0.0007499999999999174,0.2231246374224642,0.0,0.0,-0.4462492748453747,-0.4462492748453747,12.494979695658106,16.734347806682973,-4.4624927484537467e-05,10000.0,72.26155357613061,10072.26155357613,10072.707802850977,0.4462492748461955,0.004430281147636281
2024-01-12 08:51:00,2024-01-12 10:09:00,0.89641,0.89634,-7.00000000000145e-05,Cierre_Señal,0.0008900000000000574,5.999999999994898e-05,0.22311219196572996,0.0,0.0,-1.561785343760433,-1.561785343760433,19.856985084951248,1.3386731517932415,-0.0001561785343760433,10000.0,70.69976823237084,10070.69976823237,10072.707802850977,2.0080346186059614,0.019935400270795187
2024-01-12 10:35:00,2024-01-12 16:39:00,0.89579,0.89748,0.0016900000000000803,Cierre_Señal,0.002529999999999921,0.0020700000000000163,0.22326661382690138,0.0,0.0,37.73205773674813,37.73205773674813,56.48645329820429,46.21618906216895,0.0037732057736748134,10000.0,108.43182596911902,10108.431825969119,10108.431825969119,0.0,0.0
2024-01-15 12:05:00,2024-01-15 18:05:00,0.89333,0.89471,0.0013800000000000479,Cierre_Señal,0.0008599999999999719,0.0019400000000000528,0.22388143239340444,0.0,0.0,30.89563767029088,30.89563767029088,19.25380318583215,43.432997884321644,0.0030895637670290883,10000.0,139.32746363941078,10139.32746363941,10139.32746363941,0.0,0.0
